Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,KXG50ZNV1T02,Toshiba,XG5 NVMe PCIe M.2 1TB,141,171,9737,https://ssd.userbenchmark.com/SpeedTest/359586/KXG50ZNV1T02-NVMe-TOSHIBA-1024GB
SSD,CT250P2SSD8,Crucial,P2 3D NVMe PCIe M.2 250GB,142,171,6626,https://ssd.userbenchmark.com/SpeedTest/1121042/CT250P2SSD8
SSD,WDS250G2B0C,WD,Blue SN550 NVMe PCIe M.2 250GB,143,168,15006,https://ssd.userbenchmark.com/SpeedTest/991678/WDC-WDS250G2B0C-00PXH0
SSD,CT500P2SSD8,Crucial,P2 3D NVMe PCIe M.2 500GB,144,166,55360,https://ssd.userbenchmark.com/SpeedTest/1110621/CT500P2SSD8
SSD,MZHPV128HDGM-00000,Samsung,SM951 AHCI PCIe M.2 128GB,145,165,2093,https://ssd.userbenchmark.com/SpeedTest/26719/SAMSUNG-MZHPV128HDGM-00000
SSD,WDS250G1B0C,WD,Blue SN500 NVMe PCIe M.2 250GB,146,164,2811,https://ssd.userbenchmark.com/SpeedTest/756076/WDC-WDS250G1B0C-00S6U0
SSD,SKC1000/480G,Kingston,KC1000 NVMe PCIe M.2 480GB,147,164,1236,https://ssd.userbenchmark.com/SpeedTest/316248/KINGSTON-SKC1000480G
SSD,2YY43AA#ABC,HP,EX900 NVMe PCIe M.2 250GB,148,163,12447,https://ssd.userbenchmark.com/SpeedTest/455743/HP-SSD-EX900-250GB
SSD,CSSD-F240GBMP510,Corsair,Force NVMe PCIe M.2 240GB,149,162,26501,https://ssd.userbenchmark.com/SpeedTest/612603/Force-MP510
SSD,SSDPEDME400G401,Intel,DC P3600 Series NVMe PCIe 400GB,150,162,42,https://ssd.userbenchmark.com/SpeedTest/22744/NVMe-INTEL-SSDPEDME40
SSD,,Apple,SM0512G PCIe 500GB,151,162,1474,https://ssd.userbenchmark.com/SpeedTest/25611/APPLE-SSD-SM0512G
SSD,,Toshiba,THNSN5512GPU7 NVMe PCIe M.2 512GB,152,160,14022,https://ssd.userbenchmark.com/SpeedTest/120558/NVMe-THNSN5512GPU7-NV
SSD,AGAMMIXS11-240GT-C,XPG,Gammix S11 NVMe PCIe M.2 240GB,153,158,2541,https://ssd.userbenchmark.com/SpeedTest/497242/XPG-GAMMIX-S11
SSD,CSSD-F480GBMP500,Corsair,Force MP500 NVMe PCIe M.2 480GB,154,158,3881,https://ssd.userbenchmark.com/SpeedTest/223982/Force-MP500
SSD,SSDPEKNW512G8X1,Intel,660p NVMe PCIe M.2 512GB,155,156,162275,https://ssd.userbenchmark.com/SpeedTest/557263/INTEL-SSDPEKNW512G8
SSD,,Samsung,PM951 NVMe PCIe M.2 512GB 1TB,156,155,2610,https://ssd.userbenchmark.com/SpeedTest/39907/NVMe-PM951-NVMe-SAMSU
SSD,RVD350-FHPX28-960G,OCZ,RevoDrive 350 PCIe 960GB,157,155,170,https://ssd.userbenchmark.com/SpeedTest/15245/OCZ-REVODRIVE350
SSD,PH480GPM280SSDR,Patriot,Hellfire NVMe PCIe M.2 480GB,158,154,852,https://ssd.userbenchmark.com/SpeedTest/184918/Patriot-Hellfire-M2
SSD,MDNVME80-BPX-0512,MyDigitalSSD,BPX NVMe PCIe M.2 480GB,159,154,1613,https://ssd.userbenchmark.com/SpeedTest/206552/BPX
SSD,ASX8200NP-240GT-C,Adata,XPG SX8200 NVMe PCIe M.2 240GB,160,153,9612,https://ssd.userbenchmark.com/SpeedTest/480586/ADATA-SX8200NP
SSD,SB-ROCKET-256,Sabrent,Rocket NVMe PCIe M.2 256GB,161,152,11181,https://ssd.userbenchmark.com/SpeedTest/759740/NVMe-Sabrent
SSD,ASX8000NP-512GM-C,Adata,XPG SX8000 NVMe PCIe M.2 512GB,162,152,1645,https://ssd.userbenchmark.com/SpeedTest/218488/NVMe-ADATA-SX8000NP
SSD,CSSD-F240GBMP500,Corsair,Force MP500 NVMe PCIe M.2 240GB,163,151,14860,https://ssd.userbenchmark.com/SpeedTest/213562/Force-MP500
SSD,,Toshiba,THNSN5128GPU7 NVMe PCIe M.2 128GB,164,150,2421,https://ssd.userbenchmark.com/SpeedTest/38688/NVMe-THNSN5128GPU7-TO
SSD,,Apple,SM0256G PCIe 251GB,165,149,1022,https://ssd.userbenchmark.com/SpeedTest/25442/APPLE-SSD-SM0256G
SSD,MDNVME80-BPX-0256,MyDigitalSSD,BPX NVMe PCIe M.2 240GB,166,149,1326,https://ssd.userbenchmark.com/SpeedTest/211350/BPX
SSD,,Toshiba,THNSN5256GPU7 NVMe PCIe M.2 256GB,167,148,19151,https://ssd.userbenchmark.com/SpeedTest/36660/NVMe-THNSN5256GPU7-TO
SSD,MKNSSDPL120GB-D8,Mushkin,Pilot NVMe PCIe M.2 120GB,168,148,156,https://ssd.userbenchmark.com/SpeedTest/533910/MKNSSDPL120GB-D8
SSD,PX-1TM8SeY,Plextor,M8Se NVMe PCIe M.2 1TB,169,145,160,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,PX-1TM8SeG,Plextor,M8Se NVMe PCIe M.2 1TB,169,145,160,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,PX-1TM8SeGN,Plextor,M8Se NVMe PCIe M.2 1TB,169,145,160,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,KXG50ZNV512G,Toshiba,XG5 NVMe PCIe M.2 512GB,170,145,33719,https://ssd.userbenchmark.com/SpeedTest/359770/KXG50ZNV512G-NVMe-TOSHIBA-512GB
SSD,PX-512M8SeY,Plextor,M8Se NVMe PCIe M.2 512GB,171,145,198,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,PX-512M8SeG,Plextor,M8Se NVMe PCIe M.2 512GB,171,145,198,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,PX-512M8SeGN,Plextor,M8Se NVMe PCIe M.2 512GB,171,145,198,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,SHPM2280P2/480G,Kingston,HyperX Predator AHCI PCIe M.2 480GB,172,144,1985,https://ssd.userbenchmark.com/SpeedTest/27251/Kingston-SHPM2280P2480G
SSD,PX-128M8PeG,Plextor,M8Pe NVMe PCIe M.2 128GB,173,143,581,https://ssd.userbenchmark.com/SpeedTest/171560/PLEXTOR-PX-128M8PeG
SSD,ASX8000NP-256GM-C,Adata,XPG SX8000 NVMe PCIe M.2 256GB,174,143,2434,https://ssd.userbenchmark.com/SpeedTest/209005/NVMe-ADATA-SX8000NP
SSD,PH240GPM280SSDR,Patriot,Hellfire NVMe PCIe M.2 240GB,175,142,2120,https://ssd.userbenchmark.com/SpeedTest/179778/Patriot-Hellfire-M2
SSD,,Samsung,PM951 NVMe PCIe M.2 512GB,176,140,7011,https://ssd.userbenchmark.com/SpeedTest/37633/NVMe-PM951-NVMe-SAMSU
SSD,2YY42AA#ABC,HP,EX900 NVMe PCIe M.2 120GB,177,139,2425,https://ssd.userbenchmark.com/SpeedTest/489362/HP-SSD-EX900-120GB
SSD,RVD350-FHPX28-480G,OCZ,RevoDrive 350 PCIe 480GB,178,139,526,https://ssd.userbenchmark.com/SpeedTest/13514/OCZ-REVODRIVE350
SSD,MDNVME80-BPX-0128,MyDigitalSSD,BPX NVMe PCIe M.2 120GB,179,138,759,https://ssd.userbenchmark.com/SpeedTest/217777/BPX
SSD,PX-256M8SeY,Plextor,M8Se NVMe PCIe M.2 256GB,180,137,390,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,PX-256M8SeG,Plextor,M8Se NVMe PCIe M.2 256GB,180,137,390,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,PX-256M8SeGN,Plextor,M8Se NVMe PCIe M.2 256GB,180,137,390,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,SKC1000/240G,Kingston,KC1000 NVMe PCIe M.2 240GB,181,136,1762,https://ssd.userbenchmark.com/SpeedTest/312458/KINGSTON-SKC1000240G
SSD,SA1000M8/480G,Kingston,A1000 NVMe PCIe M.2 480GB,182,134,12594,https://ssd.userbenchmark.com/SpeedTest/492906/KINGSTON-SA1000M8480G
SSD,MZHPU256HCGL,Samsung,XP941 PCIe M.2 256GB,183,133,1434,https://ssd.userbenchmark.com/SpeedTest/4625/SAMSUNG-MZHPU256HCGL-00000
SSD,SSDPEKKW128G8XT,Intel,760p Series NVMe PCIe M.2 128GB,184,132,1967,https://ssd.userbenchmark.com/SpeedTest/446913/INTEL-SSDPEKKW128G8
SSD,SHPM2280P2/240G,Kingston,HyperX Predator AHCI PCIe M.2 240GB,185,131,6458,https://ssd.userbenchmark.com/SpeedTest/26065/Kingston-SHPM2280P2240G
SSD,WDS512G1X0C,WD,Black NVMe PCIe M.2 512GB (2017),186,131,14088,https://ssd.userbenchmark.com/SpeedTest/251339/WDC-WDS512G1X0C-00ENX0
SSD,SA1000M8/960G,Kingston,A1000 NVMe PCIe M.2 960GB,187,130,2107,https://ssd.userbenchmark.com/SpeedTest/495225/KINGSTON-SA1000M8960G
SSD,CSSD-F120GBMP500,Corsair,Force MP500 NVMe PCIe M.2 120GB,188,128,11475,https://ssd.userbenchmark.com/SpeedTest/221057/Force-MP500
SSD,SSDPEKKW512G7X1,Intel,600p Series NVMe PCIe M.2 512GB,189,128,20782,https://ssd.userbenchmark.com/SpeedTest/168978/INTEL-SSDPEKKW512G7
SSD,MZHPU512HCGL,Samsung,XP941 PCIe M.2 512GB,190,128,1482,https://ssd.userbenchmark.com/SpeedTest/4874/SAMSUNG-MZHPU512HCGL-00000
SSD,ASX6000NP-1TT-C,Adata,XPG SX6000 NVMe PCIe M.2 1TB,191,128,209,https://ssd.userbenchmark.com/SpeedTest/471014/ADATA-SX6000NP
SSD,ASX7000NP-512GT-C,Adata,XPG SX7000 NVMe PCIe M.2 512GB,192,126,2976,https://ssd.userbenchmark.com/SpeedTest/318275/NVMe-ADATA-SX7000NP
SSD,MDNVME80-SBX-0512,MyDigitalSSD,SBX NVMe PCIe M.2 512GB,193,126,196,https://ssd.userbenchmark.com/SpeedTest/438137/SBX
SSD,KXG50ZNV256G,Toshiba,XG5 NVMe PCIe M.2 256GB,194,125,44050,https://ssd.userbenchmark.com/SpeedTest/358656/KXG50ZNV256G-NVMe-TOSHIBA-256GB
SSD,ASX6000NP-512GT-C,Adata,XPG SX6000 NVMe PCIe M.2 512GB,195,123,2661,https://ssd.userbenchmark.com/SpeedTest/410831/ADATA-SX6000NP
SSD,,Toshiba, THNSN5512GPUK NVMe PCIe M.2 512GB,196,122,19561,https://ssd.userbenchmark.com/SpeedTest/160272/NVMe-THNSN5512GPUK-NV
SSD,WDS256G1X0C,WD,Black NVMe PCIe M.2 256GB (2017),197,121,28136,https://ssd.userbenchmark.com/SpeedTest/237667/WDC-WDS256G1X0C-00ENX0
SSD,,Samsung,PM951 NVMe PCIe M.2 256GB,198,120,13766,https://ssd.userbenchmark.com/SpeedTest/37673/NVMe-PM951-NVMe-SAMSU
SSD,PX-AG512M6e,Plextor,M6e PCIe 512GB,199,120,150,https://ssd.userbenchmark.com/SpeedTest/14616/PLEXTOR-PX-AG512M6e
SSD,ASX6000NP-256GT-C,Adata,XPG SX6000 NVMe PCIe M.2 256GB,200,119,8737,https://ssd.userbenchmark.com/SpeedTest/387986/ADATA-SX6000NP
SSD,SSDPEKKF512G7X1,Intel,Pro 6000p NVMe PCIe M.2 512GB,201,117,2171,https://ssd.userbenchmark.com/SpeedTest/289714/INTEL-SSDPEKKF512G7H
SSD,PX-G256M6e,Plextor,M6e  PCIe M.2 256GB,202,117,1444,https://ssd.userbenchmark.com/SpeedTest/12059/PLEXTOR-PX-G256M6e
SSD,MZ-77E4T0B,Samsung,870 EVO 4TB,203,117,9454,https://ssd.userbenchmark.com/SpeedTest/1465671/Samsung-SSD-870-EVO-4TB
SSD,PX-128M8SeY,Plextor,M8Se NVMe PCIe M.2 128GB,204,116,235,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeG,Plextor,M8Se NVMe PCIe M.2 128GB,204,116,235,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,PX-128M8SeGN,Plextor,M8Se NVMe PCIe M.2 128GB,204,116,235,https://ssd.userbenchmark.com/SpeedTest/345013/PLEXTOR-PX-128M8SeG
SSD,MDNVME80-SBX-1T,MyDigitalSSD,SBX NVMe PCIe M.2 1TB,205,116,43,https://ssd.userbenchmark.com/SpeedTest/455228/SBX
SSD,SSDPEKKW256G7X1,Intel,600p Series NVMe PCIe M.2 256GB,206,116,58154,https://ssd.userbenchmark.com/SpeedTest/169054/INTEL-SSDPEKKW256G7
SSD,ASX8000NP-128GM-C,Adata,XPG SX8000 NVMe PCIe M.2 128GB,207,115,127,https://ssd.userbenchmark.com/SpeedTest/214181/NVMe-ADATA-SX8000NP
SSD,ASX6000NP-128GT-C,Adata,XPG SX6000 NVMe PCIe M.2 128GB,208,113,6819,https://ssd.userbenchmark.com/SpeedTest/391493/ADATA-SX6000NP
SSD,MZ-77E2T0B,Samsung,870 EVO 2TB,209,113,31076,https://ssd.userbenchmark.com/SpeedTest/1463967/Samsung-SSD-870-EVO-2TB
SSD,MZ-76E4T0B,Samsung,860 Evo 4TB,210,113,7241,https://ssd.userbenchmark.com/SpeedTest/440150/Samsung-SSD-860-EVO-4TB
SSD,MZ-75E4T0B,Samsung,850 Evo 4TB,211,113,765,https://ssd.userbenchmark.com/SpeedTest/169156/Samsung-SSD-850-EVO-4TB
SSD,MZ-76E2T0B,Samsung,860 Evo 2TB,212,113,44466,https://ssd.userbenchmark.com/SpeedTest/430706/Samsung-SSD-860-EVO-2TB
SSD,PX-AG256M6e,Plextor,M6e PCIe 256GB,213,112,744,https://ssd.userbenchmark.com/SpeedTest/7265/PLEXTOR-PX-AG256M6e
SSD,MZ-77E1T0B,Samsung,870 EVO 1TB,214,112,129044,https://ssd.userbenchmark.com/SpeedTest/1445454/Samsung-SSD-870-EVO-1TB
SSD,MZ-76E1T0B,Samsung,860 Evo 1TB,215,112,602853,https://ssd.userbenchmark.com/SpeedTest/423831/Samsung-SSD-860-EVO-1TB
SSD,MZ-76P1T0B,Samsung,860 Pro 1TB,216,112,8179,https://ssd.userbenchmark.com/SpeedTest/434505/Samsung-SSD-860-PRO-1TB
SSD,MZ-75E500B,Samsung,850 Evo 500GB,217,112,695664,https://ssd.userbenchmark.com/Samsung-850-Evo-500GB/Rating/3477
SSD,MZ-75E2T0B,Samsung,850 Evo 2TB,218,112,8527,https://ssd.userbenchmark.com/SpeedTest/32539/Samsung-SSD-850-EVO-2TB
SSD,MZ-76P4T0B,Samsung,860 Pro 4TB,219,111,723,https://ssd.userbenchmark.com/SpeedTest/552119/Samsung-SSD-860-PRO-4TB
SSD,MZ-75E1T0B,Samsung,850 Evo 1TB,220,110,154399,https://ssd.userbenchmark.com/Samsung-850-Evo-1TB/Rating/3576
SSD,CSSD-F240GBMP300,Corsair,Force MP300 NVMe PCIe M.2 240GB,221,110,3686,https://ssd.userbenchmark.com/SpeedTest/538791/NVMe-Force-MP300
SSD,MKNP44SC240GB,Mushkin,Scorpion Deluxe PCIe 240GB,222,110,50,https://ssd.userbenchmark.com/SpeedTest/18266/Mushkin-Scorpion-Deluxe
SSD,MDNVME80-SBX-0256,MyDigitalSSD,SBX NVMe PCIe M.2 256GB,223,110,286,https://ssd.userbenchmark.com/SpeedTest/456332/SBX
SSD,ASX7000NP-256GT-C,Adata,XPG SX7000 NVMe PCIe M.2 256GB,224,110,2200,https://ssd.userbenchmark.com/SpeedTest/304438/NVMe-ADATA-SX7000NP
SSD,PX-G128M6e,Plextor,M6e PCIe M.2 128GB,225,110,585,https://ssd.userbenchmark.com/SpeedTest/15095/PLEXTOR-PX-G128M6e
SSD,MZ-76P512B,Samsung,860 Pro 512GB,226,110,16934,https://ssd.userbenchmark.com/SpeedTest/431483/Samsung-SSD-860-PRO-512GB
SSD,MZHPU128HCGM,Samsung,XP941 PCIe M.2 128GB,227,110,740,https://ssd.userbenchmark.com/SpeedTest/6251/SAMSUNG-MZHPU128HCGM-00000
SSD,MZ-76P256BW,Samsung,860 Pro 256GB,228,109,12565,https://ssd.userbenchmark.com/Samsung-860-Pro-256GB/Rating/3950
SSD,,Toshiba, THNSN5256GPUK NVMe PCIe M.2 256GB,229,109,23829,https://ssd.userbenchmark.com/SpeedTest/202063/THNSN5256GPUK-TOSHIBA
SSD,SA1000M8/240G,Kingston,A1000 NVMe PCIe M.2 240GB,230,108,30265,https://ssd.userbenchmark.com/SpeedTest/497453/KINGSTON-SA1000M8240G
SSD,MZ-7KE2T0BW,Samsung,850 Pro 2TB,231,108,2669,https://ssd.userbenchmark.com/SpeedTest/38860/Samsung-SSD-850-PRO-2TB
SSD,CT2000MX500SSD1,Crucial,MX500 2TB,232,108,44787,https://ssd.userbenchmark.com/SpeedTest/421719/CT2000MX500SSD1
SSD,SSDSC2KW512G8,Intel,545s Series 512GB,233,107,12034,https://ssd.userbenchmark.com/SpeedTest/302752/INTEL-SSDSC2KW512G8
SSD,ASU800SS-2TT-C,Adata,Ultimate SU800 2TB,234,106,2601,https://ssd.userbenchmark.com/SpeedTest/584479/ADATA-SU800
SSD,CT1000MX500SSD1,Crucial,MX500 1TB,235,106,202785,https://ssd.userbenchmark.com/SpeedTest/406099/CT1000MX500SSD1
SSD,,Samsung,MZFLV512 NVMe PCIe M.2 512GB,236,106,1374,https://ssd.userbenchmark.com/SpeedTest/36829/NVMe-SAMSUNG-MZFLV512
SSD,CT500MX500SSD1,Crucial,MX500 500GB,237,106,237241,https://ssd.userbenchmark.com/SpeedTest/418385/CT500MX500SSD1
SSD,TS256GMTE820,Transcend,MTE820 NVMe PCIe M.2 256GB,238,106,163,https://ssd.userbenchmark.com/SpeedTest/437614/TS256GMTE820
SSD,MZ-76E500B,Samsung,860 Evo 500GB,239,105,762998,https://ssd.userbenchmark.com/SpeedTest/428560/Samsung-SSD-860-EVO-500GB
SSD,MZ-77Q4T0BW,Samsung,870 QVO 4TB,240,105,10028,https://ssd.userbenchmark.com/SpeedTest/1243154/Samsung-SSD-870-QVO-4TB
SSD,MZ-77Q4T0B/AM,Samsung,870 QVO 4TB,240,105,10028,https://ssd.userbenchmark.com/SpeedTest/1243154/Samsung-SSD-870-QVO-4TB
SSD,MZ-7TE1T0BW,Samsung,840 Evo 1TB,241,105,23857,https://ssd.userbenchmark.com/SpeedTest/1436/Samsung-SSD-840-EVO
SSD,MZ-77Q8T0BW,Samsung,870 QVO 8TB,242,105,3612,https://ssd.userbenchmark.com/SpeedTest/1280660/Samsung-SSD-870-QVO-8TB
SSD,MZ-77Q8T0B/AM,Samsung,870 QVO 8TB,242,105,3612,https://ssd.userbenchmark.com/SpeedTest/1280660/Samsung-SSD-870-QVO-8TB
SSD,MZ-7KE1T0BW,Samsung,850 Pro 1TB,243,105,25365,https://ssd.userbenchmark.com/Samsung-850-Pro-1TB/Rating/3577
SSD,GP-GSM2NE8256GNTD,Gigabyte,NVMe PCIe M.2 256GB,244,104,3894,https://ssd.userbenchmark.com/SpeedTest/599447/GIGABYTE-GP-GSM2NE8256GNTD
SSD,SSDPEKKF256G7X1,Intel,Pro 6000p NVMe PCIe M.2 256GB,245,104,11104,https://ssd.userbenchmark.com/SpeedTest/304420/INTEL-SSDPEKKF256G7H
SSD,ASU800SS-1TT-C,Adata,Ultimate SU800 1TB,246,104,26139,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-1TB/Rating/3914
SSD,MZ-7TE750BW,Samsung,840 Evo 750GB,247,104,3724,https://ssd.userbenchmark.com/SpeedTest/2175/Samsung-SSD-840-EVO-750GB
SSD,ASU800SS-512GT-C,Adata,Ultimate SU800 512GB,248,104,31280,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-512GB/Rating/3913
SSD,MZ-77E500B,Samsung,870 EVO 500GB,249,104,60851,https://ssd.userbenchmark.com/SpeedTest/972228/Samsung-SSD-870-EVO-500GB
SSD,MZ-76E250B,Samsung,860 Evo 250GB,250,104,296814,https://ssd.userbenchmark.com/Samsung-860-Evo-250GB/Rating/3949
SSD,MZ-75E250B,Samsung,850 Evo 250GB,251,103,951591,https://ssd.userbenchmark.com/Samsung-850-Evo-250GB/Rating/2977
SSD,MZ-7TE500BW,Samsung,840 Evo 500GB,252,103,68337,https://ssd.userbenchmark.com/SpeedTest/1519/Samsung-SSD-840-EVO-500GB
SSD,MZ-750500BW,Samsung,750 EVO 500GB,253,103,31052,https://ssd.userbenchmark.com/SpeedTest/143302/Samsung-SSD-750-EVO-500GB
SSD,CT480BX300SSD1,Crucial,BX300 480GB,254,102,2932,https://ssd.userbenchmark.com/Crucial-BX300-480GB/Rating/3947
SSD,MZ-77Q2T0BW,Samsung,870 QVO 2TB,255,102,41734,https://ssd.userbenchmark.com/SpeedTest/1260265/Samsung-SSD-870-QVO-2TB
SSD,MZ-77Q2T0B/AM,Samsung,870 QVO 2TB,255,102,41734,https://ssd.userbenchmark.com/SpeedTest/1260265/Samsung-SSD-870-QVO-2TB
SSD,MZ-7KE256BW,Samsung,850 Pro 256GB,256,102,141929,https://ssd.userbenchmark.com/Samsung-850-Pro-256GB/Rating/2385
SSD,MZ-7KE512BW,Samsung,850 Pro 512GB,257,102,68849,https://ssd.userbenchmark.com/Samsung-850-Pro-512GB/Rating/3478
SSD,MZ-76Q4T0BW,Samsung,860 QVO 4TB,258,102,3023,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,MZ-76Q4T0B/AM,Samsung,860 QVO 4TB,258,102,3023,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,MZ-77E250B,Samsung,870 Evo 250GB,259,101,14082,https://ssd.userbenchmark.com/Samsung-870-Evo-250GB/Rating/4094
SSD,CT250MX500SSD1,Crucial,MX500 250GB,260,101,77177,https://ssd.userbenchmark.com/Crucial-MX500-250GB/Rating/3951
SSD,2AP99AA#ABL,HP,S700 Pro 512GB,261,100,1249,https://ssd.userbenchmark.com/SpeedTest/370902/HP-SSD-S700-Pro
SSD,MZ-MTE1T0BW,Samsung,840 Evo mSATA 1TB,262,100,613,https://ssd.userbenchmark.com/SpeedTest/10394/Samsung-SSD-840-EVO-1TB-mSATA
SSD,CSSD-F120GBMP300,Corsair,Force MP300 NVMe PCIe M.2 120GB,263,99.9,4196,https://ssd.userbenchmark.com/SpeedTest/534036/NVMe-Force-MP300
SSD,WDS100T2B0A,WD,Blue 3D 1TB,264,99.8,16039,https://ssd.userbenchmark.com/SpeedTest/352978/WDC-WDS100T2B0A-00SM50
SSD,CT4000MX500SSD1,Crucial,MX500 4TB,265,99.7,1824,https://ssd.userbenchmark.com/SpeedTest/1674512/CT4000MX500SSD1
SSD,SDSSDH3-2T00-G25,SanDisk,Ultra 3D 2TB,266,99.7,5895,https://ssd.userbenchmark.com/SpeedTest/351750/SanDisk-SDSSDH32000G
SSD,SDSSDH3-500G-G25,SanDisk,Ultra 3D 500GB,267,99.1,13482,https://ssd.userbenchmark.com/SpeedTest/322712/SanDisk-SDSSDH3500G
SSD,MZ-7KE128BW,Samsung,850 Pro 128GB,268,98.7,18195,https://ssd.userbenchmark.com/Samsung-850-Pro-128GB/Rating/3483
SSD,CT500MX200SSD4,Crucial,MX200 SATA M.2 500GB,269,98.5,1264,https://ssd.userbenchmark.com/SpeedTest/23836/Crucial-CT500MX200SSD4
SSD,SDSSDH3-1T00-G25,SanDisk,Ultra 3D 1TB,270,98.5,5838,https://ssd.userbenchmark.com/SpeedTest/316514/SanDisk-SDSSDH31000G
SSD,WDS100T2B0B,WD,Blue 3D SATA M.2 1TB,271,98,9497,https://ssd.userbenchmark.com/SpeedTest/342470/WDC-WDS100T2B0B-00YS70
SSD,SSDPEKKF360G7X1,Intel,Pro 6000p NVMe PCIe M.2 360GB,272,97.9,1041,https://ssd.userbenchmark.com/SpeedTest/296966/INTEL-SSDPEKKF360G7H
SSD,MZ-76Q2T0BW,Samsung,860 QVO 2TB,273,97.9,28979,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,MZ-76Q2T0B/AM,Samsung,860 QVO 2TB,273,97.9,28979,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,SSDPEKKW128G7X1,Intel,600p Series NVMe PCIe M.2 128GB,274,97.5,11843,https://ssd.userbenchmark.com/SpeedTest/170119/INTEL-SSDPEKKW128G7
SSD,VTR180-25SAT3-960G,Toshiba,OCZ VT180 960GB,275,97.1,91,https://ssd.userbenchmark.com/SpeedTest/171904/TOSHIBA-VT180
SSD,WDS200T2B0A,WD,Blue 3D 2TB,276,96.9,1834,https://ssd.userbenchmark.com/SpeedTest/373739/WDC-WDS200T2B0A-00SM50
SSD,WDS500G2B0B,WD,Blue 3D SATA M.2 500GB,277,96.8,27087,https://ssd.userbenchmark.com/SpeedTest/325788/WDC-WDS500G2B0B-00YS70
SSD,WDS500G2B0A,WD,Blue 3D 500GB,278,96.7,43442,https://ssd.userbenchmark.com/SpeedTest/337874/WDC-WDS500G2B0A-00SM50
SSD,MZ-7PD512BW,Samsung,840 Pro 512GB,279,96.3,14996,https://ssd.userbenchmark.com/SpeedTest/2708/Samsung-SSD-840-PRO-Series
SSD,2LU81AA#ABL,HP,S700 Pro 1TB,280,96.2,84,https://ssd.userbenchmark.com/SpeedTest/387205/HP-SSD-S700-Pro-1TB
SSD,MZ-75E120B,Samsung,850 Evo 120GB,281,96,69224,https://ssd.userbenchmark.com/Samsung-850-Evo-120GB/Rating/3484
SSD,CT250MX200SSD4,Crucial,MX200 SATA M.2 250GB,282,96,2162,https://ssd.userbenchmark.com/SpeedTest/23955/Crucial-CT250MX200SSD4
SSD,SSDSC2BP480G410,Intel,730 Series 480GB,283,95.9,5159,https://ssd.userbenchmark.com/Intel-730-Series-480GB/Rating/3479
SSD,MZ-7TE250BW,Samsung,840 Evo 250GB,284,95.9,217115,https://ssd.userbenchmark.com/Samsung-840-Evo-250GB/Rating/1594
SSD,SSDSC2KW256G8,Intel,545s Series 256GB,285,95.5,17432,https://ssd.userbenchmark.com/SpeedTest/299881/INTEL-SSDSC2KW256G8
SSD,VTR150-25SAT3-480G,OCZ,Vector 150 480GB,286,95.2,381,https://ssd.userbenchmark.com/SpeedTest/7037/OCZ-VECTOR150
SSD,MZ-7PD256BW,Samsung,840 Pro 256GB,287,95,73119,https://ssd.userbenchmark.com/Samsung-840-Pro-256GB/Rating/1408
SSD,CT250MX200SSD1,Crucial,MX200 250GB,288,94.8,26364,https://ssd.userbenchmark.com/Crucial-MX200-250GB/Rating/3196
SSD,MZ-MTE500BW,Samsung,840 Evo mSATA 500GB,289,94.7,727,https://ssd.userbenchmark.com/SpeedTest/10255/Samsung-SSD-840-EVO-500GB-mSATA
SSD,MZ-77Q1T0BW,Samsung,870 QVO 1TB,290,94.6,80665,https://ssd.userbenchmark.com/SpeedTest/1218310/Samsung-SSD-870-QVO-1TB
SSD,MZ-77Q1T0B/AM,Samsung,870 QVO 1TB,290,94.6,80665,https://ssd.userbenchmark.com/SpeedTest/1218310/Samsung-SSD-870-QVO-1TB
SSD,CT240BX300SSD1,Crucial,BX300 240GB,291,94.5,7269,https://ssd.userbenchmark.com/Crucial-BX300-240GB/Rating/3946
