Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,id
CPU,BX8071514900KS,Intel,Core i9-14900KS,1,133,547,https://cpu.userbenchmark.com/SpeedTest/2295306/IntelR-CoreTM-i9-14900KS,1
CPU,BX8071514900KF,Intel,Core i9-14900KF,2,131,4811,https://cpu.userbenchmark.com/SpeedTest/2212218/IntelR-CoreTM-i9-14900KF,2
CPU,BX8071513900KS,Intel,Core i9-13900KS,3,131,4204,https://cpu.userbenchmark.com/SpeedTest/2000819/13th-Gen-IntelR-CoreTM-i9-13900KS,3
CPU,BX8071514900K,Intel,Core i9-14900K,4,131,12283,https://cpu.userbenchmark.com/Intel-Core-i9-14900K/Rating/4151,4
CPU,BX8071514700KF,Intel,Core i7-14700KF,5,130,3050,https://cpu.userbenchmark.com/SpeedTest/2212020/IntelR-CoreTM-i7-14700KF,5
CPU,BX8071514700K,Intel,Core i7-14700K,6,130,6853,https://cpu.userbenchmark.com/Intel-Core-i7-14700K/Rating/4152,6
CPU,BX8071513900KF,Intel,Core i9-13900KF,7,129,16914,https://cpu.userbenchmark.com/SpeedTest/1946957/13th-Gen-IntelR-CoreTM-i9-13900KF,7
CPU,BX8071513900K,Intel,Core i9-13900K,8,129,49132,https://cpu.userbenchmark.com/Intel-Core-i9-13900K/Rating/4129,8
CPU,BX8071513700KF,Intel,Core i7-13700KF,9,126,20009,https://cpu.userbenchmark.com/SpeedTest/1925886/13th-Gen-IntelR-CoreTM-i7-13700KF,9
CPU,BX8071513700K,Intel,Core i7-13700K,10,126,41056,https://cpu.userbenchmark.com/Intel-Core-i7-13700K/Rating/4137,10
CPU,BX8071514900,Intel,Core i9-14900,11,124,85,https://cpu.userbenchmark.com/SpeedTest/2278149/IntelR-CoreTM-i9-14900,11
CPU,BX8071513900F,Intel,Core i9-13900F,12,124,824,https://cpu.userbenchmark.com/SpeedTest/1994287/13th-Gen-IntelR-CoreTM-i9-13900F,12
CPU,BX8071514600KF,Intel,Core i5-14600KF,13,124,3612,https://cpu.userbenchmark.com/SpeedTest/2213004/IntelR-CoreTM-i5-14600KF,13
CPU,BX8071514600K,Intel,Core i5-14600K,14,124,2753,https://cpu.userbenchmark.com/Intel-Core-i5-14600K/Rating/4153,14
CPU,BX8071513900,Intel,Core i9-13900,15,124,685,https://cpu.userbenchmark.com/SpeedTest/1977296/13th-Gen-IntelR-CoreTM-i9-13900,15
CPU,BX8071514900F,Intel,Core i9-14900F,16,123,227,https://cpu.userbenchmark.com/SpeedTest/2277046/IntelR-CoreTM-i9-14900F,16
CPU,BX8071513600K,Intel,Core i5-13600K,17,122,27559,https://cpu.userbenchmark.com/Intel-Core-i5-13600K/Rating/4134,17
CPU,BX8071513600KF,Intel,Core i5-13600KF,18,122,33334,https://cpu.userbenchmark.com/SpeedTest/1950757/13th-Gen-IntelR-CoreTM-i5-13600KF,18
CPU,BX8071513700,Intel,Core i7-13700,19,121,2103,https://cpu.userbenchmark.com/SpeedTest/1963418/13th-Gen-IntelR-CoreTM-i7-13700,19
CPU,BX8071513700F,Intel,Core i7-13700F,20,121,5633,https://cpu.userbenchmark.com/SpeedTest/1997481/13th-Gen-IntelR-CoreTM-i7-13700F,20
CPU,BX8071514700,Intel,Core i7-14700,21,120,293,https://cpu.userbenchmark.com/SpeedTest/2275244/IntelR-CoreTM-i7-14700,21
CPU,BX8071514700F,Intel,Core i7-14700F,22,120,836,https://cpu.userbenchmark.com/SpeedTest/2271502/IntelR-CoreTM-i7-14700F,22
CPU,100-100000908WOF,AMD,Ryzen 9 7950X3D,23,120,867,https://cpu.userbenchmark.com/SpeedTest/2052977/AMD-Ryzen-9-7950X3D-16-Core-Processor,23
CPU,BX8071512900KS,Intel,Core i9-12900KS,24,119,7188,https://cpu.userbenchmark.com/SpeedTest/1821519/12th-Gen-IntelR-CoreTM-i9-12900KS,24
CPU,,Intel,Core i9-14900HX,25,118,778,https://cpu.userbenchmark.com/SpeedTest/2269186/IntelR-CoreTM-i9-14900HX,25
CPU,100-100000910WOF,AMD,Ryzen 7 7800X3D,26,117,5220,https://cpu.userbenchmark.com/SpeedTest/2081998/AMD-Ryzen-7-7800X3D-8-Core-Processor,26
CPU,100-100000909WOF,AMD,Ryzen 9 7900X3D,27,117,788,https://cpu.userbenchmark.com/SpeedTest/2053257/AMD-Ryzen-9-7900X3D-12-Core-Processor,27
CPU,BX8071512900KF,Intel,Core i9-12900KF,28,117,15291,https://cpu.userbenchmark.com/SpeedTest/1685583/12th-Gen-IntelR-CoreTM-i9-12900KF,28
CPU,BX8071512900K,Intel,Core i9-12900K,29,117,66991,https://cpu.userbenchmark.com/Intel-Core-i9-12900K/Rating/4118,29
CPU,,Intel,Core i9-13980HX,30,117,6602,https://cpu.userbenchmark.com/SpeedTest/2030055/13th-Gen-IntelR-CoreTM-i9-13980HX,30
CPU,BX8071513600,Intel,Core i5-13600,31,117,97,https://cpu.userbenchmark.com/SpeedTest/2013466/13th-Gen-IntelR-CoreTM-i5-13600,31
CPU,,Intel,Core i9-13950HX,32,116,1190,https://cpu.userbenchmark.com/SpeedTest/2033250/13th-Gen-IntelR-CoreTM-i9-13950HX,32
CPU,BX8071514600,Intel,Core i5-14600,33,115,29,https://cpu.userbenchmark.com/SpeedTest/2279170/IntelR-CoreTM-i5-14600,33
CPU,,Intel,Core i9-13900HX,34,115,8895,https://cpu.userbenchmark.com/SpeedTest/2023039/13th-Gen-IntelR-CoreTM-i9-13900HX,34
CPU,BX8071512700K,Intel,Core i7-12700K,35,114,78749,https://cpu.userbenchmark.com/Intel-Core-i7-12700K/Rating/4119,35
CPU,100-100000514WOF,AMD,Ryzen 9 7950X,36,114,2411,https://cpu.userbenchmark.com/AMD-Ryzen-9-7950X/Rating/4133,36
CPU,BX8071512700KF,Intel,Core i7-12700KF,37,114,70812,https://cpu.userbenchmark.com/SpeedTest/1699429/12th-Gen-IntelR-CoreTM-i7-12700KF,37
CPU,BX8071514500,Intel,Core i5-14500,38,114,200,https://cpu.userbenchmark.com/SpeedTest/2255984/IntelR-CoreTM-i5-14500,38
CPU,100-100000589WOF,AMD,Ryzen 9 7900X,39,113,2331,https://cpu.userbenchmark.com/AMD-Ryzen-9-7900X/Rating/4132,39
CPU,BX8071512900F,Intel,Core i9-12900F,40,113,1540,https://cpu.userbenchmark.com/SpeedTest/1757838/12th-Gen-IntelR-CoreTM-i9-12900F,40
CPU,BX8071513500,Intel,Core i5-13500,41,113,3785,https://cpu.userbenchmark.com/Intel-Core-i5-13500/Rating/4147,41
CPU,100-100000591WOF,AMD,Ryzen 7 7700X,42,112,2777,https://cpu.userbenchmark.com/AMD-Ryzen-7-7700X/Rating/4131,42
CPU,,Intel,Core i7-14700HX,43,112,136,https://cpu.userbenchmark.com/SpeedTest/2222576/IntelR-CoreTM-i7-14700HX,43
CPU,,Intel,Core i7-13850HX,44,111,152,https://cpu.userbenchmark.com/SpeedTest/2085967/13th-Gen-IntelR-CoreTM-i7-13850HX,44
CPU,BX8071512900,Intel,Core i9-12900,45,111,2410,https://cpu.userbenchmark.com/SpeedTest/1668917/12th-Gen-IntelR-CoreTM-i9-12900,45
CPU,100-100000593WOF,AMD,Ryzen 5 7600X,46,110,4259,https://cpu.userbenchmark.com/AMD-Ryzen-5-7600X/Rating/4130,46
CPU,100-100000592BOX,AMD,Ryzen 7 7700,47,109,1333,https://cpu.userbenchmark.com/SpeedTest/2016389/AMD-Ryzen-7-7700-8-Core-Processor,47
CPU,BX8071512600KF,Intel,Core i5-12600KF,48,109,40032,https://cpu.userbenchmark.com/SpeedTest/1700734/12th-Gen-IntelR-CoreTM-i5-12600KF,48
CPU,100-100000590BOX,AMD,Ryzen 9 7900,49,109,1992,https://cpu.userbenchmark.com/SpeedTest/2015863/AMD-Ryzen-9-7900-12-Core-Processor,49
GPU,,Nvidia,RTX 4090,1,370,25956,https://gpu.userbenchmark.com/Nvidia-RTX-4090/Rating/4136,50
CPU,BX8071512600K,Intel,Core i5-12600K,50,109,101563,https://cpu.userbenchmark.com/Intel-Core-i5-12600K/Rating/4120,51
CPU,BX8071512700F,Intel,Core i7-12700F,51,109,19845,https://cpu.userbenchmark.com/Intel-Core-i7-12700F/Rating/4124,52
CPU,BX8071512700,Intel,Core i7-12700,52,108,25535,https://cpu.userbenchmark.com/SpeedTest/1750830/12th-Gen-IntelR-CoreTM-i7-12700,53
CPU,,Intel,Core i7-13700HX,53,108,4526,https://cpu.userbenchmark.com/SpeedTest/1994585/13th-Gen-IntelR-CoreTM-i7-13700HX,54
CPU,,Intel,Core i7-12650HX,54,107,1,https://cpu.userbenchmark.com/SpeedTest/1798547/12th-Gen-IntelR-CoreTM-i7-12650HX,55
CPU,,Intel,Core i9-13900H,55,107,5250,https://cpu.userbenchmark.com/SpeedTest/2035047/13th-Gen-IntelR-CoreTM-i9-13900H,56
CPU,BX8071514400F,Intel,Core i5-14400F,56,107,248,https://cpu.userbenchmark.com/SpeedTest/2273207/IntelR-CoreTM-i5-14400F,57
CPU,,Intel,Core i9-12950HX,57,107,578,https://cpu.userbenchmark.com/SpeedTest/1842274/12th-Gen-IntelR-CoreTM-i9-12950HX,58
CPU,100-000001015BOX,AMD,Ryzen 5 7600,58,106,4009,https://cpu.userbenchmark.com/SpeedTest/2016198/AMD-Ryzen-5-7600-6-Core-Processor,59
CPU,BX8071513400F,Intel,Core i5-13400F,59,106,8325,https://cpu.userbenchmark.com/Intel-Core-i5-13400F/Rating/4144,60
CPU,,Intel,Core i7-13800H,60,106,278,https://cpu.userbenchmark.com/SpeedTest/2065142/13th-Gen-IntelR-CoreTM-i7-13800H,61
CPU,BX8071513400,Intel,Core i5-13400,61,106,2742,https://cpu.userbenchmark.com/SpeedTest/1990711/13th-Gen-IntelR-CoreTM-i5-13400,62
CPU,,Intel,Core i9-12900HX,62,105,1278,https://cpu.userbenchmark.com/SpeedTest/1832602/12th-Gen-IntelR-CoreTM-i9-12900HX,63
CPU,BX8071514400,Intel,Core i5-14400,63,105,48,https://cpu.userbenchmark.com/SpeedTest/2274632/IntelR-CoreTM-i5-14400,64
CPU,,Intel,Core i7-13650HX,64,104,2398,https://cpu.userbenchmark.com/SpeedTest/2049566/13th-Gen-IntelR-CoreTM-i7-13650HX,65
CPU,100-100000651WOF,AMD,Ryzen 7 5800X3D,65,104,20824,https://cpu.userbenchmark.com/SpeedTest/1817839/AMD-Ryzen-7-5800X3D-8-Core-Processor,66
CPU,BX8070811900KF,Intel,Core i9-11900KF,66,104,17778,https://cpu.userbenchmark.com/SpeedTest/1515781/11th-Gen-IntelR-CoreTM-i9-11900KF---350GHz,67
CPU,,Intel,Core i7-13700H,67,104,4359,https://cpu.userbenchmark.com/SpeedTest/2039665/13th-Gen-IntelR-CoreTM-i7-13700H,68
CPU,BX8070811900K,Intel,Core i9-11900K,68,103,44319,https://cpu.userbenchmark.com/Intel-Core-i9-11900K/Rating/4110,69
CPU,100-000000597,AMD,Ryzen 5 7500F,69,103,3192,https://cpu.userbenchmark.com/SpeedTest/2144536/AMD-Ryzen-5-7500F-6-Core-Processor,70
CPU,,Intel,Core i7-13620H,70,103,4514,https://cpu.userbenchmark.com/SpeedTest/2049481/13th-Gen-IntelR-CoreTM-i7-13620H,71
CPU,BX8071512600,Intel,Core i5-12600,71,102,2632,https://cpu.userbenchmark.com/SpeedTest/1751978/12th-Gen-IntelR-CoreTM-i5-12600,72
CPU,BX8070811700KF,Intel,Core i7-11700KF,72,102,17565,https://cpu.userbenchmark.com/SpeedTest/1514594/11th-Gen-IntelR-CoreTM-i7-11700KF---360GHz,73
CPU,BX8070811700K,Intel,Core i7-11700K,73,101,65651,https://cpu.userbenchmark.com/Intel-Core-i7-11700K/Rating/4107,74
CPU,100-100000059WOF,AMD,Ryzen 9 5950X,74,100,33026,https://cpu.userbenchmark.com/AMD-Ryzen-9-5950X/Rating/4086,75
CPU,100-100001176WOF,AMD,Ryzen 5 5600X3D,75,100,1473,https://cpu.userbenchmark.com/SpeedTest/2142471/AMD-Ryzen-5-5600X3D-6-Core-Processor,76
CPU,BX8070811900F,Intel,Core i9-11900F,76,100,3566,https://cpu.userbenchmark.com/SpeedTest/1492552/11th-Gen-IntelR-CoreTM-i9-11900F---250GHz,77
CPU,,Intel,Core i5-13500H,77,99.9,1437,https://cpu.userbenchmark.com/SpeedTest/2055743/13th-Gen-IntelR-CoreTM-i5-13500H,78
CPU,BX8070811900,Intel,Core i9-11900,78,99.9,3353,https://cpu.userbenchmark.com/SpeedTest/1515871/11th-Gen-IntelR-CoreTM-i9-11900---250GHz,79
CPU,,Intel,Core i9-12900HK,79,99.7,2176,https://cpu.userbenchmark.com/SpeedTest/1763927/12th-Gen-IntelR-CoreTM-i9-12900HK,80
CPU,BX8070110900K,Intel,Core i9-10900K,80,99.6,107269,https://cpu.userbenchmark.com/Intel-Core-i9-10900K/Rating/4071,81
CPU,BX8070110900KF,Intel,Core i9-10900KF,81,99.5,21040,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR-CoreTM-i9-10900KF-CPU---370GHz,82
CPU,BX8070811600K,Intel,Core i5-11600K,82,99.3,43966,https://cpu.userbenchmark.com/Intel-Core-i5-11600K/Rating/4113,83
CPU,BX8071512500,Intel,Core i5-12500,83,99.2,3715,https://cpu.userbenchmark.com/Intel-Core-i5-12500/Rating/4123,84
CPU,BX8070811600KF,Intel,Core i5-11600KF,84,99.1,9286,https://cpu.userbenchmark.com/SpeedTest/1512279/11th-Gen-IntelR-CoreTM-i5-11600KF---390GHz,85
CPU,100-100000061WOF,AMD,Ryzen 9 5900X,85,99,60132,https://cpu.userbenchmark.com/AMD-Ryzen-9-5900X/Rating/4087,86
CPU,,Intel,Core i9-12900H,86,99,15403,https://cpu.userbenchmark.com/SpeedTest/1757877/12th-Gen-IntelR-CoreTM-i9-12900H,87
CPU,BX8070110850K,Intel,Core i9-10850K,87,98.9,84873,https://cpu.userbenchmark.com/SpeedTest/1255865/IntelR-CoreTM-i9-10850K-CPU---360GHz,88
CPU,BX80684I99900KS,Intel,Core i9-9900KS,88,98.8,12840,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz,89
CPU,BX8070811700F,Intel,Core i7-11700F,89,98.3,21161,https://cpu.userbenchmark.com/SpeedTest/1522100/11th-Gen-IntelR-CoreTM-i7-11700F---250GHz,90
CPU,BX8071512400,Intel,Core i5-12400,90,98.2,17352,https://cpu.userbenchmark.com/Intel-Core-i5-12400/Rating/4122,91
CPU,BX8070811700,Intel,Core i7-11700,91,98.1,20430,https://cpu.userbenchmark.com/SpeedTest/1450761/11th-Gen-IntelR-CoreTM-i7-11700---250GHz,92
CPU,100-100000063WOF,AMD,Ryzen 7 5800X,92,98.1,128080,https://cpu.userbenchmark.com/AMD-Ryzen-7-5800X/Rating/4085,93
CPU,BX8071512400F,Intel,Core i5-12400F,93,98,48886,https://cpu.userbenchmark.com/Intel-Core-i5-12400F/Rating/4121,94
CPU,,Intel,Core i7-12800H,94,98,2192,https://cpu.userbenchmark.com/SpeedTest/1760724/12th-Gen-IntelR-CoreTM-i7-12800H,95
CPU,BX80684I99900K,Intel,Core i9-9900K,95,97.9,354223,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028,96
CPU,BX80684I99900KF,Intel,Core i9-9900KF,96,97.8,50265,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz,97
CPU,,AMD,Ryzen 9 5900,97,97.2,1297,https://cpu.userbenchmark.com/SpeedTest/1528736/AMD-Ryzen-9-5900-12-Core-Processor,98
CPU,BX80684I79700KF,Intel,Core i7-9700KF,98,97.1,32736,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz,99
CPU,BX8071514100,Intel,Core i3-14100,99,97.1,41,https://cpu.userbenchmark.com/SpeedTest/2277146/IntelR-CoreTM-i3-14100,100
CPU,,Intel,Core i7-12700H,100,97,52857,https://cpu.userbenchmark.com/SpeedTest/1750314/12th-Gen-IntelR-CoreTM-i7-12700H,101
CPU,BX8070811600,Intel,Core i5-11600,101,97,2296,https://cpu.userbenchmark.com/SpeedTest/1543284/11th-Gen-IntelR-CoreTM-i5-11600---280GHz,102
CPU,100-100001503WOF,AMD,Ryzen 7 5700X3D,102,97,757,https://cpu.userbenchmark.com/SpeedTest/2280831/AMD-Ryzen-7-5700X3D-8-Core-Processor,103
CPU,BX8071514100F,Intel,Core i3-14100F,103,96.9,92,https://cpu.userbenchmark.com/SpeedTest/2275778/IntelR-CoreTM-i3-14100F,104
CPU,BX80684I79700K,Intel,Core i7-9700K,104,96.9,550833,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030,105
CPU,BX8070110700K,Intel,Core i7-10700K,105,96.5,198859,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070,106
CPU,BX8071513100,Intel,Core i3-13100,106,96.3,207,https://cpu.userbenchmark.com/SpeedTest/2011672/13th-Gen-IntelR-CoreTM-i3-13100,107
CPU,BX8070110700KF,Intel,Core i7-10700KF,107,96.3,37394,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz,108
CPU,,Intel,Core i7-12650H,108,96.2,16339,https://cpu.userbenchmark.com/SpeedTest/1807229/12th-Gen-IntelR-CoreTM-i7-12650H,109
CPU,BX8070811500,Intel,Core i5-11500,109,96.1,2701,https://cpu.userbenchmark.com/SpeedTest/1496869/11th-Gen-IntelR-CoreTM-i5-11500---270GHz,110
CPU,BX8071513100F,Intel,Core i3-13100F,110,96,997,https://cpu.userbenchmark.com/Intel-Core-i3-13100F/Rating/4143,111
CPU,100-100000926WOF,AMD,Ryzen 7 5700X,111,96,15311,https://cpu.userbenchmark.com/SpeedTest/1823386/AMD-Ryzen-7-5700X-8-Core-Processor,112
CPU,BX8071512300,Intel,Core i3-12300,112,95.9,25,https://cpu.userbenchmark.com/SpeedTest/1796462/12th-Gen-IntelR-CoreTM-i3-12300,113
CPU,100-100000065BOX,AMD,Ryzen 5 5600X,113,95.9,383420,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084,114
CPU,,AMD,Ryzen 7 5800,114,95.9,1982,https://cpu.userbenchmark.com/SpeedTest/1496609/AMD-Ryzen-7-5800-8-Core-Processor,115
CPU,BX8070110900F,Intel,Core i9-10900F,115,95.4,8499,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz,116
CPU,,Intel,Core i5-13420H,116,95.1,3116,https://cpu.userbenchmark.com/SpeedTest/2088006/13th-Gen-IntelR-CoreTM-i5-13420H,117
CPU,100-100001236BOX,AMD,Ryzen 7 8700G,117,95,50,https://cpu.userbenchmark.com/SpeedTest/2282824/AMD-Ryzen-7-8700G-w-Radeon-780M-Graphics,118
CPU,,Intel,Core Ultra 9 185H,118,95,429,https://cpu.userbenchmark.com/SpeedTest/2281017/IntelR-CoreTM-Ultra-9-185H,119
CPU,,Intel,Core i5-12600H,119,94.9,51,https://cpu.userbenchmark.com/SpeedTest/1847567/12th-Gen-IntelR-CoreTM-i5-12600H,120
CPU,,Intel,Core i7-1370P,120,94.4,258,https://cpu.userbenchmark.com/SpeedTest/2086746/13th-Gen-IntelR-CoreTM-i7-1370P,121
CPU,BX8071512100,Intel,Core i3-12100,121,94.3,2263,https://cpu.userbenchmark.com/Intel-Core-i3-12100/Rating/4126,122
CPU,BX8070811400,Intel,Core i5-11400,122,94.2,24459,https://cpu.userbenchmark.com/Intel-Core-i5-11400/Rating/4112,123
CPU,BX8070811400F,Intel,Core i5-11400F,123,94.2,46609,https://cpu.userbenchmark.com/Intel-Core-i5-11400F/Rating/4111,124
CPU,BX8071512100F,Intel,Core i3-12100F,124,94.1,11860,https://cpu.userbenchmark.com/Intel-Core-i3-12100F/Rating/4125,125
CPU,,Intel,Core i9-10900,125,94,11130,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz,126
CPU,,Intel,Core i5-12500H,126,94,11588,https://cpu.userbenchmark.com/SpeedTest/1793224/12th-Gen-IntelR-CoreTM-i5-12500H,127
CPU,BX80684I59600K,Intel,Core i5-9600K,127,93.2,321194,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031,128
CPU,BX8070110700F,Intel,Core i7-10700F,128,93.2,44448,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz,129
CPU,BX80684I59600KF,Intel,Core i5-9600KF,129,93.2,65122,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz,130
CPU,100-100000927BOX,AMD,Ryzen 5 5600,130,93,4127,https://cpu.userbenchmark.com/SpeedTest/1822932/AMD-Ryzen-5-5600-6-Core-Processor,131
CPU,,Intel,Core i9-11980HK,131,93,1579,https://cpu.userbenchmark.com/SpeedTest/1569162/11th-Gen-IntelR-CoreTM-i9-11980HK---260GHz,132
CPU,BX8070110700,Intel,Core i7-10700,132,92.6,71010,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077,133
CPU,BX80684I59600,Intel,Core i5-9600,133,92.3,931,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz,134
CPU,100-100001237BOX,AMD,Ryzen 5 8600G,134,92.2,29,https://cpu.userbenchmark.com/SpeedTest/2284167/AMD-Ryzen-5-8600G-w-Radeon-760M-Graphics,135
CPU,BX8070110600K,Intel,Core i5-10600K,135,92.2,70951,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072,136
CPU,BX80684I79700,Intel,Core i7-9700,136,92,79875,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz,137
CPU,BX80684I79700F,Intel,Core i7-9700F,137,92,54980,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz,138
CPU,,Intel,Core i7-1360P,138,91.9,1090,https://cpu.userbenchmark.com/SpeedTest/2032791/13th-Gen-IntelR-CoreTM-i7-1360P,139
CPU,BX8070110600KF,Intel,Core i5-10600KF,139,91.9,24257,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz,140
CPU,,Intel,Core i9-11950H,140,91.9,660,https://cpu.userbenchmark.com/SpeedTest/1554081/11th-Gen-IntelR-CoreTM-i9-11950H---260GHz,141
CPU,BX80684I99900,Intel,Core i9-9900,141,91.4,11853,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz,142
CPU,BX80684I78086K,Intel,Core i7-8086K,142,90.8,38086,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz,143
CPU,BX80684I58600K,Intel,Core i5-8600K,143,90.7,264837,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941,144
CPU,,AMD,Ryzen 9 7945HX,144,90.3,262,https://cpu.userbenchmark.com/SpeedTest/2064608/AMD-Ryzen-9-7945HX-with-Radeon-Graphics,145
CPU,BX8070110600,Intel,Core i5-10600,145,90.2,7605,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069,146
CPU,,Intel,Core Ultra 7 165H,146,89.8,41,https://cpu.userbenchmark.com/SpeedTest/2265297/IntelR-CoreTM-Ultra-7-165H,147
CPU,,Intel,Core i3-10320,147,89.6,620,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz,148
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,148,89.3,50170,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057,149
CPU,BX80684I39350KF,Intel,Core i3-9350KF,149,89.3,1442,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055,150
CPU,100-100000931BOX,AMD,Ryzen 5 8500G,150,89.1,55,https://cpu.userbenchmark.com/SpeedTest/2284775/AMD-Ryzen-5-8500G-w-Radeon-740M-Graphics,151
CPU,,Intel,Core Ultra 7 155H,151,89.1,320,https://cpu.userbenchmark.com/SpeedTest/2193961/IntelR-CoreTM-Ultra-7-155H,152
CPU,,Intel,Core i9-11900H,152,89,6494,https://cpu.userbenchmark.com/SpeedTest/1539880/11th-Gen-IntelR-CoreTM-i9-11900H---250GHz,153
CPU,,Intel,Core i5-12450H,153,88.9,9550,https://cpu.userbenchmark.com/SpeedTest/1814904/12th-Gen-IntelR-CoreTM-i5-12450H,154
CPU,,Intel,Core i7-11850H,154,88.9,3563,https://cpu.userbenchmark.com/SpeedTest/1557007/11th-Gen-IntelR-CoreTM-i7-11850H---250GHz,155
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,155,88.7,16922,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor,156
CPU,BX80684I78700K,Intel,Core i7-8700K,156,88.4,746287,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937,157
CPU,BX80684I58600,Intel,Core i5-8600,157,88.2,18241,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz,158
CPU,,Intel,Core i7-11800H,158,88.2,79827,https://cpu.userbenchmark.com/SpeedTest/1542191/11th-Gen-IntelR-CoreTM-i7-11800H---230GHz,159
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,159,88.1,13898,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor,160
CPU,,Intel,Core i5-1340P,160,88,447,https://cpu.userbenchmark.com/SpeedTest/2033578/13th-Gen-IntelR-CoreTM-i5-1340P,161
CPU,,AMD,Ryzen 9 7845HX,161,87.9,211,https://cpu.userbenchmark.com/SpeedTest/2064997/AMD-Ryzen-9-7845HX-with-Radeon-Graphics,162
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,162,87.9,197342,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044,163
CPU,100-100000263BOX,AMD,Ryzen 7 5700G,163,87.7,17091,https://cpu.userbenchmark.com/SpeedTest/1552677/AMD-Ryzen-7-5700G-with-Radeon-Graphics,164
CPU,BX8070110300,Intel,Core i3-10300,164,87.4,391,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074,165
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,165,87.2,6609,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor,166
CPU,BX8069510920X,Intel,Core i9-10920X,166,87.2,3007,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz,167
CPU,,Intel,Core i7-1280P,167,87.2,887,https://cpu.userbenchmark.com/SpeedTest/1817404/12th-Gen-IntelR-CoreTM-i7-1280P,168
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,168,87,141122,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047,169
CPU,BX80677I77740X,Intel,Core i7-7740X,169,87,5094,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz,170
CPU,BX80684I78700,Intel,Core i7-8700,170,87,349567,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940,171
CPU,BX80684I59500,Intel,Core i5-9500,171,87,9059,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz,172
CPU,BX80671I76950X,Intel,Core i7-6950X,172,86.8,6135,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604,173
